owner_id;mode;vehicle_id;type_id;critair;technology;age;euro
57412;car;57412:car;default_car;Crit'air 1;Gazole;0;6
958;car;958:car;default_car;Crit'air 1;Gazole;0;6
8041;car;8041:car;default_car;Crit'air 1;Gazole;0;6
23560;car;23560:car;default_car;Crit'air 1;Gazole;0;6
24442;car;24442:car;default_car;Crit'air 1;Gazole;0;6
37989;car;37989:car;default_car;Crit'air 1;Gazole;0;6
60156;car;60156:car;default_car;Crit'air 1;Gazole;0;6
993;car;993:car;default_car;Crit'air 1;Gazole;0;6
5393;car;5393:car;default_car;Crit'air 1;Gazole;0;6
1004;car;1004:car;default_car;Crit'air 1;Gazole;0;6
3980;car;3980:car;default_car;Crit'air 1;Gazole;0;6
7326;car;7326:car;default_car;Crit'air 1;Gazole;0;6
7378;car;7378:car;default_car;Crit'air 1;Gazole;0;6
7506;car;7506:car;default_car;Crit'air 1;Gazole;0;6
11639;car;11639:car;default_car;Crit'air 1;Gazole;0;6
19768;car;19768:car;default_car;Crit'air 1;Gazole;0;6
26909;car;26909:car;default_car;Crit'air 1;Gazole;0;6
37371;car;37371:car;default_car;Crit'air 1;Gazole;0;6
38614;car;38614:car;default_car;Crit'air 1;Gazole;0;6
49944;car;49944:car;default_car;Crit'air 1;Gazole;0;6
62422;car;62422:car;default_car;Crit'air 1;Gazole;0;6
1031;car;1031:car;default_car;Crit'air 1;Gazole;0;6
3689;car;3689:car;default_car;Crit'air 1;Gazole;0;6
6615;car;6615:car;default_car;Crit'air 1;Gazole;0;6
7404;car;7404:car;default_car;Crit'air 1;Gazole;0;6
8437;car;8437:car;default_car;Crit'air 1;Gazole;0;6
13112;car;13112:car;default_car;Crit'air 1;Gazole;0;6
19220;car;19220:car;default_car;Crit'air 1;Gazole;0;6
21606;car;21606:car;default_car;Crit'air 1;Gazole;0;6
33162;car;33162:car;default_car;Crit'air 1;Gazole;0;6
44683;car;44683:car;default_car;Crit'air 1;Gazole;0;6
1045;car;1045:car;default_car;Crit'air 1;Gazole;0;6
1059;car;1059:car;default_car;Crit'air 1;Gazole;0;6
32505;car;32505:car;default_car;Crit'air 1;Gazole;0;6
35011;car;35011:car;default_car;Crit'air 1;Gazole;0;6
44360;car;44360:car;default_car;Crit'air 1;Gazole;0;6
56349;car;56349:car;default_car;Crit'air 1;Gazole;0;6
58179;car;58179:car;default_car;Crit'air 1;Gazole;0;6
65592;car;65592:car;default_car;Crit'air 1;Gazole;0;6
1095;car;1095:car;default_car;Crit'air 1;Gazole;0;6
16490;car;16490:car;default_car;Crit'air 1;Gazole;0;6
41430;car;41430:car;default_car;Crit'air 1;Gazole;0;6
45400;car;45400:car;default_car;Crit'air 1;Gazole;0;6
1098;car;1098:car;default_car;Crit'air 1;Gazole;0;6
18783;car;18783:car;default_car;Crit'air 1;Gazole;0;6
20932;car;20932:car;default_car;Crit'air 1;Gazole;0;6
32462;car;32462:car;default_car;Crit'air 1;Gazole;0;6
38380;car;38380:car;default_car;Crit'air 1;Gazole;0;6
41084;car;41084:car;default_car;Crit'air 1;Gazole;0;6
50800;car;50800:car;default_car;Crit'air 1;Gazole;0;6
1103;car;1103:car;default_car;Crit'air 1;Gazole;0;6
28713;car;28713:car;default_car;Crit'air 1;Gazole;0;6
37644;car;37644:car;default_car;Crit'air 1;Gazole;0;6
1109;car;1109:car;default_car;Crit'air 1;Gazole;0;6
17762;car;17762:car;default_car;Crit'air 1;Gazole;0;6
21806;car;21806:car;default_car;Crit'air 1;Gazole;0;6
22691;car;22691:car;default_car;Crit'air 1;Gazole;0;6
24694;car;24694:car;default_car;Crit'air 1;Gazole;0;6
28051;car;28051:car;default_car;Crit'air 1;Gazole;0;6
33044;car;33044:car;default_car;Crit'air 1;Gazole;0;6
34604;car;34604:car;default_car;Crit'air 1;Gazole;0;6
35868;car;35868:car;default_car;Crit'air 1;Gazole;0;6
37465;car;37465:car;default_car;Crit'air 1;Gazole;0;6
45682;car;45682:car;default_car;Crit'air 1;Gazole;0;6
48463;car;48463:car;default_car;Crit'air 1;Gazole;0;6
49787;car;49787:car;default_car;Crit'air 1;Gazole;0;6
50805;car;50805:car;default_car;Crit'air 1;Gazole;0;6
52231;car;52231:car;default_car;Crit'air 1;Gazole;0;6
53467;car;53467:car;default_car;Crit'air 1;Gazole;0;6
55848;car;55848:car;default_car;Crit'air 1;Gazole;0;6
58229;car;58229:car;default_car;Crit'air 1;Gazole;0;6
60037;car;60037:car;default_car;Crit'air 1;Gazole;0;6
62550;car;62550:car;default_car;Crit'air 1;Gazole;0;6
1180;car;1180:car;default_car;Crit'air 1;Gazole;0;6
12429;car;12429:car;default_car;Crit'air 1;Gazole;0;6
34294;car;34294:car;default_car;Crit'air 1;Gazole;0;6
1186;car;1186:car;default_car;Crit'air 1;Gazole;0;6
1217;car;1217:car;default_car;Crit'air 1;Gazole;0;6
2514;car;2514:car;default_car;Crit'air 1;Gazole;0;6
33301;car;33301:car;default_car;Crit'air 1;Gazole;0;6
60004;car;60004:car;default_car;Crit'air 1;Gazole;0;6
1251;car;1251:car;default_car;Crit'air 1;Gazole;0;6
15393;car;15393:car;default_car;Crit'air 1;Gazole;0;6
23005;car;23005:car;default_car;Crit'air 1;Gazole;0;6
50599;car;50599:car;default_car;Crit'air 1;Gazole;0;6
56033;car;56033:car;default_car;Crit'air 1;Gazole;0;6
1269;car;1269:car;default_car;Crit'air 1;Gazole;0;6
8075;car;8075:car;default_car;Crit'air 1;Gazole;0;6
17654;car;17654:car;default_car;Crit'air 1;Gazole;0;6
20363;car;20363:car;default_car;Crit'air 1;Gazole;0;6
22142;car;22142:car;default_car;Crit'air 1;Gazole;0;6
33378;car;33378:car;default_car;Crit'air 1;Gazole;0;6
36093;car;36093:car;default_car;Crit'air 1;Gazole;0;6
36416;car;36416:car;default_car;Crit'air 1;Gazole;0;6
40544;car;40544:car;default_car;Crit'air 1;Gazole;0;6
41927;car;41927:car;default_car;Crit'air 1;Gazole;0;6
55668;car;55668:car;default_car;Crit'air 1;Gazole;0;6
59451;car;59451:car;default_car;Crit'air 1;Gazole;0;6
59784;car;59784:car;default_car;Crit'air 1;Gazole;0;6
61273;car;61273:car;default_car;Crit'air 1;Gazole;0;6
61517;car;61517:car;default_car;Crit'air 1;Gazole;0;6
1289;car;1289:car;default_car;Crit'air 1;Gazole;0;6
19935;car;19935:car;default_car;Crit'air 1;Gazole;0;6
33069;car;33069:car;default_car;Crit'air 1;Gazole;0;6
1316;car;1316:car;default_car;Crit'air 1;Gazole;0;6
6291;car;6291:car;default_car;Crit'air 1;Gazole;0;6
30692;car;30692:car;default_car;Crit'air 1;Gazole;0;6
48199;car;48199:car;default_car;Crit'air 1;Gazole;0;6
48604;car;48604:car;default_car;Crit'air 1;Gazole;0;6
55427;car;55427:car;default_car;Crit'air 1;Gazole;0;6
62133;car;62133:car;default_car;Crit'air 1;Gazole;0;6
1355;car;1355:car;default_car;Crit'air 1;Gazole;0;6
1959;car;1959:car;default_car;Crit'air 1;Gazole;0;6
6697;car;6697:car;default_car;Crit'air 1;Gazole;0;6
13293;car;13293:car;default_car;Crit'air 1;Gazole;0;6
21830;car;21830:car;default_car;Crit'air 1;Gazole;0;6
27457;car;27457:car;default_car;Crit'air 1;Gazole;0;6
35888;car;35888:car;default_car;Crit'air 1;Gazole;0;6
36074;car;36074:car;default_car;Crit'air 1;Gazole;0;6
36238;car;36238:car;default_car;Crit'air 1;Gazole;0;6
47936;car;47936:car;default_car;Crit'air 1;Gazole;0;6
48248;car;48248:car;default_car;Crit'air 1;Gazole;0;6
48729;car;48729:car;default_car;Crit'air 1;Gazole;0;6
1361;car;1361:car;default_car;Crit'air 1;Gazole;0;6
1801;car;1801:car;default_car;Crit'air 1;Gazole;0;6
6065;car;6065:car;default_car;Crit'air 1;Gazole;0;6
15356;car;15356:car;default_car;Crit'air 1;Gazole;0;6
26049;car;26049:car;default_car;Crit'air 1;Gazole;0;6
32773;car;32773:car;default_car;Crit'air 1;Gazole;0;6
36957;car;36957:car;default_car;Crit'air 1;Gazole;0;6
41296;car;41296:car;default_car;Crit'air 1;Gazole;0;6
46235;car;46235:car;default_car;Crit'air 1;Gazole;0;6
58516;car;58516:car;default_car;Crit'air 1;Gazole;0;6
1363;car;1363:car;default_car;Crit'air 1;Gazole;0;6
19903;car;19903:car;default_car;Crit'air 1;Gazole;0;6
23313;car;23313:car;default_car;Crit'air 1;Gazole;0;6
26342;car;26342:car;default_car;Crit'air 1;Gazole;0;6
39556;car;39556:car;default_car;Crit'air 1;Gazole;0;6
1392;car;1392:car;default_car;Crit'air 1;Gazole;0;6
10656;car;10656:car;default_car;Crit'air 1;Gazole;0;6
21797;car;21797:car;default_car;Crit'air 1;Gazole;0;6
40159;car;40159:car;default_car;Crit'air 1;Gazole;0;6
1407;car;1407:car;default_car;Crit'air 1;Gazole;0;6
17310;car;17310:car;default_car;Crit'air 1;Gazole;0;6
41424;car;41424:car;default_car;Crit'air 1;Gazole;0;6
1409;car;1409:car;default_car;Crit'air 1;Gazole;0;6
13258;car;13258:car;default_car;Crit'air 1;Gazole;0;6
26431;car;26431:car;default_car;Crit'air 1;Gazole;0;6
32958;car;32958:car;default_car;Crit'air 1;Gazole;0;6
61523;car;61523:car;default_car;Crit'air 1;Gazole;0;6
1439;car;1439:car;default_car;Crit'air 1;Gazole;0;6
4719;car;4719:car;default_car;Crit'air 1;Gazole;0;6
7755;car;7755:car;default_car;Crit'air 1;Gazole;0;6
8532;car;8532:car;default_car;Crit'air 1;Gazole;0;6
14365;car;14365:car;default_car;Crit'air 1;Gazole;0;6
23087;car;23087:car;default_car;Crit'air 1;Gazole;0;6
26729;car;26729:car;default_car;Crit'air 1;Gazole;0;6
43909;car;43909:car;default_car;Crit'air 1;Gazole;0;6
46967;car;46967:car;default_car;Crit'air 1;Gazole;0;6
56771;car;56771:car;default_car;Crit'air 1;Gazole;0;6
1452;car;1452:car;default_car;Crit'air 1;Gazole;0;6
7065;car;7065:car;default_car;Crit'air 1;Gazole;0;6
31986;car;31986:car;default_car;Crit'air 1;Gazole;0;6
39340;car;39340:car;default_car;Crit'air 1;Gazole;0;6
64031;car;64031:car;default_car;Crit'air 1;Gazole;0;6
65023;car;65023:car;default_car;Crit'air 1;Gazole;0;6
1502;car;1502:car;default_car;Crit'air 1;Gazole;0;6
27017;car;27017:car;default_car;Crit'air 1;Gazole;0;6
27970;car;27970:car;default_car;Crit'air 1;Gazole;0;6
34632;car;34632:car;default_car;Crit'air 1;Gazole;0;6
42110;car;42110:car;default_car;Crit'air 1;Gazole;0;6
55994;car;55994:car;default_car;Crit'air 1;Gazole;0;6
1518;car;1518:car;default_car;Crit'air 1;Gazole;0;6
41435;car;41435:car;default_car;Crit'air 1;Gazole;0;6
48057;car;48057:car;default_car;Crit'air 1;Gazole;0;6
1586;car;1586:car;default_car;Crit'air 1;Gazole;0;6
44664;car;44664:car;default_car;Crit'air 1;Gazole;0;6
54537;car;54537:car;default_car;Crit'air 1;Gazole;0;6
63011;car;63011:car;default_car;Crit'air 1;Gazole;0;6
1594;car;1594:car;default_car;Crit'air 1;Gazole;0;6
3367;car;3367:car;default_car;Crit'air 1;Gazole;0;6
5783;car;5783:car;default_car;Crit'air 1;Gazole;0;6
18515;car;18515:car;default_car;Crit'air 1;Gazole;0;6
24608;car;24608:car;default_car;Crit'air 1;Gazole;0;6
45132;car;45132:car;default_car;Crit'air 1;Gazole;0;6
45165;car;45165:car;default_car;Crit'air 1;Gazole;0;6
56967;car;56967:car;default_car;Crit'air 1;Gazole;0;6
63170;car;63170:car;default_car;Crit'air 1;Gazole;0;6
1597;car;1597:car;default_car;Crit'air 1;Gazole;0;6
1620;car;1620:car;default_car;Crit'air 1;Gazole;0;6
1635;car;1635:car;default_car;Crit'air 1;Gazole;0;6
1638;car;1638:car;default_car;Crit'air 1;Gazole;0;6
9347;car;9347:car;default_car;Crit'air 1;Gazole;0;6
18992;car;18992:car;default_car;Crit'air 1;Gazole;0;6
29113;car;29113:car;default_car;Crit'air 1;Gazole;0;6
34199;car;34199:car;default_car;Crit'air 1;Gazole;0;6
38932;car;38932:car;default_car;Crit'air 1;Gazole;0;6
47796;car;47796:car;default_car;Crit'air 1;Gazole;0;6
50406;car;50406:car;default_car;Crit'air 1;Gazole;0;6
54484;car;54484:car;default_car;Crit'air 1;Gazole;0;6
59254;car;59254:car;default_car;Crit'air 1;Gazole;0;6
60556;car;60556:car;default_car;Crit'air 1;Gazole;0;6
1666;car;1666:car;default_car;Crit'air 1;Gazole;0;6
21472;car;21472:car;default_car;Crit'air 1;Gazole;0;6
23191;car;23191:car;default_car;Crit'air 1;Gazole;0;6
1705;car;1705:car;default_car;Crit'air 1;Gazole;0;6
1733;car;1733:car;default_car;Crit'air 1;Gazole;0;6
6174;car;6174:car;default_car;Crit'air 1;Gazole;0;6
29623;car;29623:car;default_car;Crit'air 1;Gazole;0;6
44427;car;44427:car;default_car;Crit'air 1;Gazole;0;6
58555;car;58555:car;default_car;Crit'air 1;Gazole;0;6
1734;car;1734:car;default_car;Crit'air 1;Gazole;0;6
10773;car;10773:car;default_car;Crit'air 1;Gazole;0;6
38454;car;38454:car;default_car;Crit'air 1;Gazole;0;6
56015;car;56015:car;default_car;Crit'air 1;Gazole;0;6
1819;car;1819:car;default_car;Crit'air 1;Gazole;0;6
15874;car;15874:car;default_car;Crit'air 1;Gazole;0;6
17953;car;17953:car;default_car;Crit'air 1;Gazole;0;6
25685;car;25685:car;default_car;Crit'air 1;Gazole;0;6
27668;car;27668:car;default_car;Crit'air 1;Gazole;0;6
34763;car;34763:car;default_car;Crit'air 1;Gazole;0;6
51634;car;51634:car;default_car;Crit'air 1;Gazole;0;6
1828;car;1828:car;default_car;Crit'air 1;Gazole;0;6
15630;car;15630:car;default_car;Crit'air 1;Gazole;0;6
22158;car;22158:car;default_car;Crit'air 1;Gazole;0;6
26984;car;26984:car;default_car;Crit'air 1;Gazole;0;6
67352;car;67352:car;default_car;Crit'air 1;Gazole;0;6
1842;car;1842:car;default_car;Crit'air 1;Gazole;0;6
8501;car;8501:car;default_car;Crit'air 1;Gazole;0;6
33348;car;33348:car;default_car;Crit'air 1;Gazole;0;6
35046;car;35046:car;default_car;Crit'air 1;Gazole;0;6
50112;car;50112:car;default_car;Crit'air 1;Gazole;0;6
1846;car;1846:car;default_car;Crit'air 1;Gazole;0;6
10444;car;10444:car;default_car;Crit'air 1;Gazole;0;6
10872;car;10872:car;default_car;Crit'air 1;Gazole;0;6
24019;car;24019:car;default_car;Crit'air 1;Gazole;0;6
32146;car;32146:car;default_car;Crit'air 1;Gazole;0;6
51580;car;51580:car;default_car;Crit'air 1;Gazole;0;6
1872;car;1872:car;default_car;Crit'air 1;Gazole;0;6
18469;car;18469:car;default_car;Crit'air 1;Gazole;0;6
1920;car;1920:car;default_car;Crit'air 1;Gazole;0;6
4137;car;4137:car;default_car;Crit'air 1;Gazole;0;6
23016;car;23016:car;default_car;Crit'air 1;Gazole;0;6
43198;car;43198:car;default_car;Crit'air 1;Gazole;0;6
1927;car;1927:car;default_car;Crit'air 1;Gazole;0;6
36441;car;36441:car;default_car;Crit'air 1;Gazole;0;6
1950;car;1950:car;default_car;Crit'air 1;Gazole;0;6
17936;car;17936:car;default_car;Crit'air 1;Gazole;0;6
37054;car;37054:car;default_car;Crit'air 1;Gazole;0;6
1963;car;1963:car;default_car;Crit'air 1;Gazole;0;6
3425;car;3425:car;default_car;Crit'air 1;Gazole;0;6
23610;car;23610:car;default_car;Crit'air 1;Gazole;0;6
37455;car;37455:car;default_car;Crit'air 1;Gazole;0;6
56812;car;56812:car;default_car;Crit'air 1;Gazole;0;6
1966;car;1966:car;default_car;Crit'air 1;Gazole;0;6
14296;car;14296:car;default_car;Crit'air 1;Gazole;0;6
53669;car;53669:car;default_car;Crit'air 1;Gazole;0;6
1980;car;1980:car;default_car;Crit'air 1;Gazole;0;6
5293;car;5293:car;default_car;Crit'air 1;Gazole;0;6
53946;car;53946:car;default_car;Crit'air 1;Gazole;0;6
2000;car;2000:car;default_car;Crit'air 1;Gazole;0;6
39112;car;39112:car;default_car;Crit'air 1;Gazole;0;6
42566;car;42566:car;default_car;Crit'air 1;Gazole;0;6
64998;car;64998:car;default_car;Crit'air 1;Gazole;0;6
2044;car;2044:car;default_car;Crit'air 1;Gazole;0;6
5303;car;5303:car;default_car;Crit'air 1;Gazole;0;6
43807;car;43807:car;default_car;Crit'air 1;Gazole;0;6
2095;car;2095:car;default_car;Crit'air 1;Gazole;0;6
2944;car;2944:car;default_car;Crit'air 1;Gazole;0;6
7764;car;7764:car;default_car;Crit'air 1;Gazole;0;6
8954;car;8954:car;default_car;Crit'air 1;Gazole;0;6
12828;car;12828:car;default_car;Crit'air 1;Gazole;0;6
37164;car;37164:car;default_car;Crit'air 1;Gazole;0;6
37778;car;37778:car;default_car;Crit'air 1;Gazole;0;6
39361;car;39361:car;default_car;Crit'air 1;Gazole;0;6
55295;car;55295:car;default_car;Crit'air 1;Gazole;0;6
63796;car;63796:car;default_car;Crit'air 1;Gazole;0;6
2103;car;2103:car;default_car;Crit'air 1;Gazole;0;6
9210;car;9210:car;default_car;Crit'air 1;Gazole;0;6
11356;car;11356:car;default_car;Crit'air 1;Gazole;0;6
28630;car;28630:car;default_car;Crit'air 1;Gazole;0;6
30676;car;30676:car;default_car;Crit'air 1;Gazole;0;6
46110;car;46110:car;default_car;Crit'air 1;Gazole;0;6
2129;car;2129:car;default_car;Crit'air 1;Gazole;0;6
16984;car;16984:car;default_car;Crit'air 1;Gazole;0;6
23436;car;23436:car;default_car;Crit'air 1;Gazole;0;6
31863;car;31863:car;default_car;Crit'air 1;Gazole;0;6
37487;car;37487:car;default_car;Crit'air 1;Gazole;0;6
56927;car;56927:car;default_car;Crit'air 1;Gazole;0;6
2132;car;2132:car;default_car;Crit'air 1;Gazole;0;6
6090;car;6090:car;default_car;Crit'air 1;Gazole;0;6
