person_id;household_id;age;employed;sex;socioprofessional_class;has_driving_license;has_pt_subscription;census_person_id;hts_id
655;655;0;False;male;0;False;False;57;32596
24495;24495;4;False;male;0;False;False;2962;32596
674;674;0;False;male;0;False;True;57;11996
4964;4964;1;False;male;0;False;True;706;11996
675;675;0;False;male;0;False;False;57;44526
684;684;0;False;male;0;False;True;57;49148
14724;14724;4;False;male;0;False;True;1714;49148
20671;20671;5;False;male;0;False;False;2411;49148
24528;24528;4;False;male;0;False;False;2962;49148
30244;30244;6;False;male;0;False;True;3420;49148
32383;32383;8;False;male;0;False;False;3774;49148
34111;34111;7;False;male;0;False;True;4189;49148
52696;52696;14;False;male;0;False;False;6539;49148
54011;54011;14;False;male;0;False;True;6699;49148
57775;57775;10;False;male;0;False;False;7015;49148
61680;61680;14;False;male;0;False;False;7579;49148
705;705;0;False;male;0;False;True;57;23153
13569;13569;0;False;male;0;False;False;1641;23153
18271;18271;5;False;male;0;False;True;2291;23153
18410;18410;5;True;male;0;False;False;2309;23153
35350;35350;8;False;male;0;False;False;4286;23153
44723;44723;8;False;male;0;False;False;5310;23153
46321;46321;14;False;male;0;False;False;5539;23153
54248;54248;13;False;male;0;False;True;6733;23153
758;758;0;False;male;0;False;False;57;18948
3799;3799;0;False;male;0;False;False;537;18948
16098;16098;3;False;male;0;False;True;1833;18948
16190;16190;5;True;male;0;False;True;1853;18948
22301;22301;3;False;male;0;False;True;2601;18948
63538;63538;14;False;male;0;False;False;7779;18948
829;829;1;False;male;0;False;True;58;4231
53814;53814;13;False;male;0;False;True;6658;4231
58997;58997;11;False;male;0;False;False;7096;4231
62357;62357;12;False;male;0;False;False;7697;4231
65228;65228;11;False;male;0;False;False;7976;4231
919;919;1;False;male;0;False;False;58;10099
47870;47870;14;False;male;0;False;True;5619;10099
920;920;1;False;male;0;False;False;58;21585
8217;8217;0;False;male;0;False;False;945;21585
12003;12003;1;False;male;0;False;False;1426;21585
22451;22451;5;False;male;0;False;False;2603;21585
23564;23564;3;False;male;0;False;False;2817;21585
29249;29249;8;False;male;0;False;True;3390;21585
30650;30650;9;False;male;0;False;True;3487;21585
38972;38972;7;False;male;0;False;False;4573;21585
58736;58736;14;False;male;0;False;False;7059;21585
60991;60991;14;False;male;0;False;False;7459;21585
948;948;2;False;male;0;False;False;59;36892
4934;4934;0;False;male;0;False;False;705;36892
9620;9620;2;False;male;0;False;True;1187;36892
11976;11976;0;False;male;0;False;False;1425;36892
15798;15798;3;False;male;0;False;False;1785;36892
26457;26457;3;False;male;0;False;False;3129;36892
37531;37531;6;False;male;0;False;False;4444;36892
57412;57412;12;False;male;0;False;True;6937;36892
958;958;2;False;male;0;False;False;59;4874
8041;8041;2;False;male;0;False;False;923;4874
23560;23560;3;False;male;0;False;True;2817;4874
24442;24442;3;False;male;0;False;False;2961;4874
37989;37989;7;False;male;0;False;True;4509;4874
60156;60156;10;False;male;0;False;True;7215;4874
993;993;2;False;male;0;False;True;59;26396
5393;5393;1;False;male;0;False;False;730;26396
1004;1004;2;False;male;0;False;False;59;21830
3980;3980;1;False;male;0;False;True;586;21830
7326;7326;2;True;male;0;False;True;893;21830
7378;7378;0;False;male;0;False;True;897;21830
7506;7506;1;False;male;0;False;True;898;21830
11639;11639;1;False;male;0;False;True;1378;21830
19768;19768;5;False;male;0;False;False;2387;21830
26909;26909;5;False;male;0;False;False;3155;21830
37371;37371;6;False;male;0;False;True;4412;21830
38614;38614;6;False;male;0;False;False;4540;21830
49944;49944;13;False;male;0;False;True;5858;21830
62422;62422;13;False;male;0;False;False;7698;21830
1031;1031;2;False;male;0;False;False;59;36352
3689;3689;0;False;male;0;False;False;489;36352
6615;6615;2;False;male;0;False;False;755;36352
7404;7404;0;False;male;0;False;True;897;36352
8437;8437;2;False;male;0;False;True;947;36352
13112;13112;2;False;male;0;False;False;1547;36352
19220;19220;3;False;male;0;False;False;2385;36352
21606;21606;4;False;male;0;False;False;2554;36352
33162;33162;8;False;male;0;False;True;3966;36352
44683;44683;7;False;male;0;False;True;5309;36352
1045;1045;2;False;male;0;False;False;59;2141
1059;1059;2;False;male;0;False;True;59;42957
32505;32505;7;False;male;0;False;False;3805;42957
35011;35011;6;False;male;0;False;False;4284;42957
44360;44360;8;False;male;0;False;False;5278;42957
56349;56349;11;False;male;0;False;True;6776;42957
58179;58179;14;False;male;0;False;True;7019;42957
65592;65592;12;True;male;0;False;False;8007;42957
1095;1095;1;True;female;0;False;False;64;37739
16490;16490;4;False;female;0;False;False;1894;37739
41430;41430;7;False;female;0;False;False;5005;37739
45400;45400;8;True;female;0;False;False;5382;37739
1098;1098;2;True;female;0;False;False;65;1447
18783;18783;5;False;female;0;False;False;2327;1447
20932;20932;3;False;female;0;False;True;2445;1447
32462;32462;8;False;female;0;False;False;3790;1447
38380;38380;7;False;female;0;False;True;4525;1447
41084;41084;8;False;female;0;False;True;4942;1447
50800;50800;13;False;female;0;False;True;5958;1447
1103;1103;2;True;female;0;False;False;65;38065
28713;28713;8;False;female;0;False;True;3374;38065
37644;37644;8;False;female;0;False;True;4462;38065
1109;1109;0;False;female;0;False;False;66;48776
17762;17762;4;False;female;0;False;False;2158;48776
21806;21806;3;False;female;0;False;False;2565;48776
22691;22691;4;False;female;0;False;True;2614;48776
24694;24694;3;False;female;0;False;False;2973;48776
28051;28051;5;False;female;0;False;False;3311;48776
33044;33044;7;False;female;0;False;True;3917;48776
34604;34604;7;False;female;0;False;True;4237;48776
35868;35868;6;False;female;0;False;False;4300;48776
37465;37465;7;False;female;0;False;True;4429;48776
45682;45682;8;False;female;0;False;False;5422;48776
48463;48463;12;False;female;0;False;False;5637;48776
49787;49787;10;False;female;0;False;False;5835;48776
50805;50805;14;False;female;0;False;False;5959;48776
52231;52231;11;False;female;0;False;True;6436;48776
53467;53467;14;True;female;0;False;True;6629;48776
55848;55848;12;False;female;0;False;False;6757;48776
58229;58229;10;False;female;0;False;False;7035;48776
60037;60037;13;False;female;0;False;False;7158;48776
62550;62550;10;False;female;0;False;False;7715;48776
1180;1180;0;False;female;0;False;False;69;38429
12429;12429;0;False;female;0;False;False;1485;38429
34294;34294;6;False;female;0;False;True;4204;38429
1186;1186;0;False;female;0;False;False;69;4202
1217;1217;0;False;female;0;False;True;69;6406
2514;2514;1;False;female;0;False;False;238;6406
33301;33301;8;False;female;0;False;True;4046;6406
60004;60004;12;False;female;0;False;True;7157;6406
1251;1251;0;False;female;0;False;False;69;11532
15393;15393;5;False;female;0;False;False;1727;11532
23005;23005;4;False;female;0;False;True;2638;11532
50599;50599;10;True;female;0;False;False;5945;11532
56033;56033;13;False;female;0;False;False;6758;11532
1269;1269;0;False;female;0;False;True;69;37538
8075;8075;0;False;female;0;False;False;930;37538
17654;17654;4;False;female;0;False;False;2110;37538
20363;20363;5;False;female;0;False;False;2399;37538
22142;22142;3;False;female;0;False;False;2589;37538
33378;33378;6;False;female;0;False;True;4076;37538
36093;36093;7;False;female;0;False;False;4301;37538
36416;36416;9;False;female;0;False;False;4303;37538
40544;40544;9;False;female;0;False;True;4847;37538
41927;41927;6;False;female;0;False;False;5068;37538
55668;55668;11;False;female;0;False;False;6756;37538
59451;59451;10;False;female;0;False;False;7115;37538
59784;59784;14;False;female;0;False;True;7119;37538
61273;61273;11;False;female;0;False;False;7516;37538
61517;61517;12;False;female;0;False;False;7557;37538
1289;1289;1;False;female;0;False;False;70;30322
19935;19935;3;False;female;0;False;True;2397;30322
33069;33069;9;False;female;0;False;True;3919;30322
1316;1316;1;False;female;0;False;False;70;35315
6291;6291;2;False;female;0;False;False;743;35315
30692;30692;6;False;female;0;False;False;3500;35315
48199;48199;11;False;female;0;False;True;5636;35315
48604;48604;13;False;female;0;False;False;5638;35315
55427;55427;10;False;female;0;False;False;6755;35315
62133;62133;12;False;female;0;False;True;7677;35315
1355;1355;1;False;female;0;False;False;70;48589
1959;1959;2;False;female;0;False;False;143;48589
6697;6697;1;False;female;0;False;True;766;48589
13293;13293;2;False;female;0;False;True;1559;48589
21830;21830;3;False;female;0;False;False;2565;48589
27457;27457;3;False;female;0;False;False;3213;48589
35888;35888;6;False;female;0;False;True;4300;48589
36074;36074;7;False;female;0;False;True;4301;48589
36238;36238;8;False;female;0;False;False;4302;48589
47936;47936;11;True;female;0;False;True;5626;48589
48248;48248;11;False;female;0;False;False;5636;48589
48729;48729;14;False;female;0;False;False;5639;48589
1361;1361;1;False;female;0;False;True;70;43397
1801;1801;0;False;female;0;False;False;117;43397
6065;6065;1;False;female;0;False;False;742;43397
15356;15356;5;False;female;0;False;False;1727;43397
26049;26049;4;False;female;0;False;False;3070;43397
32773;32773;6;False;female;0;False;True;3852;43397
36957;36957;7;False;female;0;False;False;4333;43397
41296;41296;9;False;female;0;False;False;4975;43397
46235;46235;9;False;female;0;False;True;5519;43397
58516;58516;13;False;female;0;False;False;7038;43397
1363;1363;1;False;female;0;False;False;70;4226
19903;19903;3;False;female;0;False;True;2397;4226
23313;23313;4;False;female;0;False;True;2734;4226
26342;26342;3;False;female;0;False;False;3117;4226
39556;39556;9;False;female;0;False;True;4591;4226
1392;1392;1;False;female;0;False;True;70;6657
10656;10656;1;False;female;0;False;False;1318;6657
21797;21797;3;False;female;0;False;False;2565;6657
40159;40159;8;True;female;0;False;True;4742;6657
1407;1407;1;False;female;0;False;False;70;16601
17310;17310;4;False;female;0;False;False;2038;16601
41424;41424;7;False;female;0;False;True;5005;16601
1409;1409;1;False;female;0;False;False;70;14607
13258;13258;1;False;female;0;False;True;1558;14607
26431;26431;5;False;female;0;False;False;3119;14607
32958;32958;7;False;female;0;False;True;3885;14607
61523;61523;12;False;female;0;False;False;7557;14607
1439;1439;2;False;female;0;False;True;71;21919
4719;4719;1;False;female;0;False;True;670;21919
7755;7755;0;False;female;0;False;False;909;21919
8532;8532;0;True;female;0;False;True;951;21919
14365;14365;4;False;female;0;False;False;1702;21919
23087;23087;4;False;female;0;False;False;2662;21919
26729;26729;5;False;female;0;False;False;3143;21919
43909;43909;6;False;female;0;False;False;5228;21919
46967;46967;12;False;female;0;False;True;5597;21919
56771;56771;14;False;female;0;False;False;6799;21919
1452;1452;2;False;female;0;False;False;71;18954
7065;7065;2;False;female;0;False;False;839;18954
31986;31986;8;False;female;0;False;False;3662;18954
39340;39340;6;False;female;0;False;False;4588;18954
64031;64031;14;False;female;0;False;False;7799;18954
65023;65023;10;False;female;0;False;True;7955;18954
1502;1502;2;False;female;0;False;True;71;32591
27017;27017;3;False;female;0;False;False;3165;32591
27970;27970;3;False;female;0;False;True;3309;32591
34632;34632;9;False;female;0;False;False;4239;32591
42110;42110;9;False;female;0;False;False;5071;32591
55994;55994;13;False;female;0;False;False;6758;32591
1518;1518;2;False;female;0;False;True;71;5639
41435;41435;8;False;female;0;False;False;5006;5639
48057;48057;10;False;female;0;False;False;5635;5639
1586;1586;0;False;male;0;False;True;78;407
44664;44664;7;False;male;0;False;False;5309;407
54537;54537;11;False;male;0;False;False;6736;407
63011;63011;10;False;male;0;False;False;7775;407
1594;1594;0;False;male;0;False;False;81;34934
3367;3367;2;False;male;0;False;False;395;34934
5783;5783;2;False;male;0;False;False;731;34934
18515;18515;4;False;male;0;False;False;2314;34934
24608;24608;5;False;male;0;False;False;2963;34934
45132;45132;6;False;male;0;False;True;5372;34934
45165;45165;6;False;male;0;False;True;5372;34934
56967;56967;10;False;male;0;False;True;6855;34934
63170;63170;11;False;male;0;False;False;7776;34934
1597;1597;0;False;male;0;False;False;81;22167
1620;1620;1;False;male;0;False;False;82;3730
1635;1635;1;False;male;0;False;False;82;39963
1638;1638;1;False;male;0;False;False;82;37290
9347;9347;2;False;male;0;False;False;1115;37290
18992;18992;4;False;male;0;False;True;2362;37290
29113;29113;7;False;male;0;False;False;3389;37290
34199;34199;9;False;male;0;False;False;4191;37290
38932;38932;6;False;male;0;False;False;4572;37290
47796;47796;14;False;male;0;False;True;5619;37290
50406;50406;11;False;male;0;False;True;5936;37290
54484;54484;11;False;male;0;False;False;6736;37290
59254;59254;13;False;male;0;False;True;7098;37290
60556;60556;14;False;male;0;False;False;7339;37290
1666;1666;2;False;male;0;False;False;83;25801
21472;21472;3;False;male;0;False;True;2553;25801
23191;23191;5;False;male;0;False;True;2699;25801
1705;1705;1;False;female;0;False;True;94;9506
1733;1733;2;False;female;0;False;False;95;14391
6174;6174;1;False;female;0;False;False;742;14391
29623;29623;6;False;female;0;False;False;3404;14391
44427;44427;6;False;female;0;False;False;5292;14391
58555;58555;14;False;female;0;False;True;7039;14391
1734;1734;2;False;female;0;False;True;95;35352
10773;10773;0;False;female;0;False;False;1341;35352
38454;38454;8;False;female;0;False;True;4526;35352
56015;56015;13;False;female;0;False;False;6758;35352
1819;1819;1;False;female;0;False;False;118;12767
15874;15874;3;False;female;0;False;True;1797;12767
17953;17953;5;False;female;0;False;True;2231;12767
25685;25685;5;False;female;0;False;False;3023;12767
27668;27668;5;False;female;0;False;False;3239;12767
34763;34763;6;False;female;0;False;False;4268;12767
51634;51634;10;False;female;0;False;False;6195;12767
1828;1828;2;False;female;0;False;False;119;36369
15630;15630;4;False;female;0;False;True;1750;36369
22158;22158;3;False;female;0;False;False;2589;36369
26984;26984;3;False;female;0;False;False;3165;36369
67352;67352;10;False;female;0;False;False;8275;36369
1842;1842;0;True;male;0;False;False;123;6346
8501;8501;2;False;male;0;False;True;947;6346
33348;33348;8;False;male;0;False;True;4062;6346
35046;35046;6;False;male;0;False;False;4284;6346
50112;50112;10;False;male;0;False;True;5895;6346
1846;1846;2;True;male;0;False;False;125;22851
10444;10444;1;False;male;0;False;True;1306;22851
10872;10872;0;False;male;0;False;False;1353;22851
24019;24019;5;False;male;0;False;False;2891;22851
32146;32146;7;False;male;0;False;True;3709;22851
51580;51580;13;False;male;0;False;True;6178;22851
1872;1872;1;False;male;0;False;True;130;3759
18469;18469;3;False;male;0;False;False;2313;3759
1920;1920;0;False;female;0;False;True;141;8783
4137;4137;0;False;female;0;False;False;618;8783
23016;23016;5;False;female;0;False;False;2639;8783
43198;43198;9;False;female;0;False;False;5135;8783
1927;1927;0;False;female;0;False;False;141;7016
36441;36441;9;False;female;0;False;False;4303;7016
1950;1950;1;False;female;0;False;True;142;7092
17936;17936;4;False;female;0;False;True;2230;7092
37054;37054;9;False;female;0;False;True;4335;7092
1963;1963;2;False;female;0;False;False;143;44093
3425;3425;1;False;female;0;False;False;406;44093
23610;23610;4;False;female;0;False;False;2830;44093
37455;37455;6;False;female;0;False;False;4428;44093
56812;56812;14;False;female;0;False;False;6799;44093
1966;1966;2;False;female;0;False;True;143;2914
14296;14296;3;False;female;0;False;True;1701;2914
53669;53669;13;False;female;0;False;False;6638;2914
1980;1980;1;True;male;0;False;False;148;23006
5293;5293;0;False;male;0;False;False;729;23006
53946;53946;11;False;male;0;False;True;6696;23006
2000;2000;0;False;male;0;False;False;153;16318
39112;39112;8;False;male;0;False;True;4574;16318
42566;42566;7;False;male;0;False;False;5117;16318
64998;64998;14;False;male;0;False;False;7939;16318
2044;2044;2;False;male;0;False;False;155;42898
5303;5303;0;False;male;0;False;False;729;42898
43807;43807;6;False;male;0;False;False;5208;42898
2095;2095;1;False;female;0;False;False;166;21788
2944;2944;0;False;female;0;False;False;309;21788
7764;7764;0;False;female;0;False;False;909;21788
8954;8954;1;False;female;0;False;False;982;21788
12828;12828;1;False;female;0;False;False;1510;21788
37164;37164;8;True;female;0;False;True;4358;21788
37778;37778;9;False;female;0;False;True;4495;21788
39361;39361;7;False;female;0;False;False;4589;21788
55295;55295;13;True;female;0;False;False;6748;21788
63796;63796;11;False;female;0;False;False;7796;21788
2103;2103;1;False;female;0;False;False;166;43056
9210;9210;0;False;female;0;False;True;1077;43056
11356;11356;0;False;female;0;False;False;1365;43056
28630;28630;7;False;female;0;False;True;3373;43056
30676;30676;6;False;female;0;False;False;3500;43056
46110;46110;6;False;female;0;False;False;5516;43056
2129;2129;2;False;female;0;False;False;167;12841
16984;16984;3;False;female;0;False;False;1965;12841
23436;23436;3;False;female;0;False;False;2781;12841
31863;31863;6;False;female;0;False;True;3660;12841
37487;37487;8;False;female;0;False;True;4430;12841
56927;56927;12;False;female;0;False;False;6837;12841
2132;2132;2;False;female;0;False;True;167;42370
6090;6090;1;False;female;0;False;False;742;42370
10603;10603;1;False;female;0;False;False;1318;42370
17467;17467;4;False;female;0;False;False;2062;42370
33474;33474;6;False;female;0;False;False;4108;42370
33904;33904;6;False;female;0;False;False;4172;42370
54128;54128;14;False;female;0;False;True;6719;42370
2158;2158;0;False;male;0;False;False;177;42426
4302;4302;2;False;male;0;False;True;635;42426
5448;5448;1;False;male;0;False;False;730;42426
16930;16930;3;False;male;0;False;False;1953;42426
19632;19632;5;False;male;0;False;False;2387;42426
22365;22365;4;False;male;0;False;True;2602;42426
22396;22396;4;False;male;0;False;True;2602;42426
28516;28516;9;False;male;0;False;True;3359;42426
29295;29295;8;False;male;0;False;True;3390;42426
37592;37592;9;False;male;0;False;False;4447;42426
38038;38038;8;False;male;0;False;True;4510;42426
40366;40366;7;False;male;0;False;True;4797;42426
46683;46683;13;False;male;0;False;False;5578;42426
47270;47270;10;False;male;0;False;False;5615;42426
47502;47502;12;False;male;0;False;False;5617;42426
47833;47833;14;False;male;0;False;False;5619;42426
54472;54472;11;False;male;0;False;True;6736;42426
61092;61092;14;True;male;0;False;False;7489;42426
61653;61653;13;False;male;0;False;False;7578;42426
66919;66919;10;False;male;0;False;False;8175;42426
2167;2167;1;False;male;0;False;True;178;41694
28087;28087;9;True;male;0;False;False;3319;41694
45060;45060;9;False;male;0;False;False;5343;41694
54873;54873;13;False;male;0;False;False;6738;41694
63013;63013;10;False;male;0;False;False;7775;41694
2236;2236;1;True;male;0;False;False;196;10062
2240;2240;2;True;male;0;False;False;197;20899
10366;10366;0;False;male;0;False;False;1305;20899
15958;15958;3;False;male;0;False;False;1809;20899
16422;16422;4;False;male;0;False;False;1882;20899
41839;41839;9;False;male;0;False;False;5055;20899
49845;49845;11;True;male;0;False;True;5846;20899
51950;51950;14;False;male;0;False;False;6259;20899
58661;58661;11;False;male;0;False;False;7056;20899
2257;2257;0;False;male;0;False;False;201;6031
4382;4382;0;True;male;0;False;False;651;6031
40139;40139;9;False;male;0;False;False;4735;6031
2262;2262;0;False;male;0;False;False;201;20135
3082;3082;1;False;male;0;False;False;346;20135
6586;6586;2;False;male;0;False;True;755;20135
8263;8263;0;False;male;0;False;False;945;20135
8295;8295;0;False;male;0;False;True;945;20135
9770;9770;0;False;male;0;False;False;1209;20135
10499;10499;2;False;male;0;False;False;1307;20135
11956;11956;0;False;male;0;False;False;1422;20135
13639;13639;1;False;male;0;False;False;1642;20135
15699;15699;3;False;male;0;False;True;1761;20135
19192;19192;3;False;male;0;False;False;2385;20135
22472;22472;5;False;male;0;False;False;2603;20135
28278;28278;6;False;male;0;False;True;3356;20135
38597;38597;6;False;male;0;False;True;4540;20135
40276;40276;8;False;male;0;False;False;4766;20135
40946;40946;7;False;male;0;False;False;4925;20135
47378;47378;11;False;male;0;False;False;5616;20135
52638;52638;12;False;male;0;False;False;6537;20135
57565;57565;11;False;male;0;False;True;6976;20135
61846;61846;13;False;male;0;False;False;7618;20135
65138;65138;11;True;male;0;False;False;7966;20135
2266;2266;0;False;male;0;False;False;201;5428
10902;10902;0;False;male;0;False;False;1353;5428
15708;15708;4;False;male;0;False;True;1762;5428
27771;27771;4;False;male;0;False;False;3274;5428
32371;32371;7;False;male;0;False;True;3773;5428
48859;48859;13;False;male;0;False;False;5658;5428
2280;2280;1;False;male;0;False;False;202;21365
5642;5642;2;False;male;0;False;True;731;21365
7509;7509;1;False;male;0;False;True;898;21365
11950;11950;0;True;male;0;False;True;1419;21365
19629;19629;4;False;male;0;False;True;2386;21365
22476;22476;5;False;male;0;False;False;2603;21365
24482;24482;4;False;male;0;False;False;2962;21365
26545;26545;4;False;male;0;False;False;3130;21365
53781;53781;11;False;male;0;False;False;6656;21365
57440;57440;14;False;male;0;False;False;6939;21365
63199;63199;11;False;male;0;False;False;7776;21365
2293;2293;1;False;male;0;False;True;202;28545
2332;2332;2;True;female;0;False;True;209;26966
29624;29624;6;False;female;0;False;True;3404;26966
31999;31999;9;False;female;0;False;False;3663;26966
48386;48386;12;False;female;0;False;True;5637;26966
2358;2358;0;False;female;0;False;True;213;37151
5876;5876;0;False;female;0;False;False;741;37151
22821;22821;5;False;female;0;False;False;2615;37151
32420;32420;6;False;female;0;False;True;3788;37151
36987;36987;8;False;female;0;False;True;4334;37151
39315;39315;6;False;female;0;False;False;4588;37151
42975;42975;7;False;female;0;False;False;5133;37151
47985;47985;10;False;female;0;False;True;5635;37151
2444;2444;0;False;male;0;False;True;225;24403
2504;2504;0;False;female;0;False;True;237;42217
4321;4321;0;False;female;0;False;False;645;42217
6247;6247;2;False;female;0;False;False;743;42217
6631;6631;0;False;female;0;False;False;765;42217
19974;19974;3;False;female;0;False;False;2397;42217
21893;21893;4;False;female;0;False;False;2566;42217
38559;38559;9;False;female;0;False;False;4527;42217
52058;52058;11;False;female;0;False;True;6316;42217
55822;55822;12;False;female;0;False;True;6757;42217
2561;2561;0;False;male;0;False;True;249;6233
34659;34659;6;False;male;0;False;True;4252;6233
36725;36725;7;False;male;0;False;False;4317;6233
40344;40344;8;True;male;0;False;False;4790;6233
2583;2583;0;False;male;0;False;True;249;39187
12616;12616;0;False;male;0;False;False;1497;39187
13995;13995;3;True;male;0;False;False;1683;39187
49039;49039;10;False;male;0;False;True;5695;39187
50168;50168;12;False;male;0;False;True;5897;39187
53811;53811;13;False;male;0;False;True;6658;39187
64732;64732;13;False;male;0;False;True;7898;39187
2634;2634;1;False;male;0;False;True;250;13392
2678;2678;2;False;male;0;False;False;251;9441
26588;26588;5;False;male;0;False;False;3131;9441
60640;60640;10;False;male;0;False;False;7375;9441
2679;2679;2;False;male;0;False;True;251;4982
5483;5483;1;False;male;0;False;True;730;4982
23431;23431;5;False;male;0;False;True;2771;4982
32629;32629;6;False;male;0;False;True;3836;4982
36705;36705;7;False;male;0;False;False;4317;4982
55255;55255;14;False;male;0;False;False;6739;4982
58952;58952;10;False;male;0;False;False;7095;4982
2695;2695;0;True;female;0;False;False;255;34052
31355;31355;8;False;female;0;False;False;3598;34052
33965;33965;9;False;female;0;False;True;4175;34052
2713;2713;0;False;female;0;False;True;261;23916
6727;6727;1;False;female;0;False;False;766;23916
7860;7860;1;False;female;0;False;False;910;23916
11345;11345;0;False;female;0;False;False;1365;23916
12058;12058;1;False;female;0;False;False;1438;23916
30133;30133;9;False;female;0;False;True;3407;23916
31026;31026;9;False;female;0;False;False;3535;23916
45014;45014;9;False;female;0;False;False;5327;23916
46816;46816;10;False;female;0;False;False;5595;23916
