person_id;trip_index;preceding_activity_index;following_activity_index;departure_time;arrival_time;preceding_purpose;following_purpose;is_first;is_last
920;1;1;2;43745.0;44045.0;leisure;home;False;False
920;2;2;3;51845.0;52745.0;home;leisure;False;False
920;3;3;4;59345.0;60245.0;leisure;leisure;False;False
920;4;4;5;65345.0;65645.0;leisure;home;False;True
958;0;0;1;27530.0;28430.0;home;education;True;False
958;1;1;2;41030.0;66230.0;education;home;False;True
993;0;0;1;33139.0;34039.0;home;education;True;False
993;1;1;2;49639.0;51139.0;education;other;False;False
993;2;2;3;54139.0;55639.0;other;education;False;False
993;3;3;4;61039.0;63439.0;education;home;False;False
993;4;4;5;65839.0;67219.0;home;leisure;False;False
993;5;5;6;67219.0;68539.0;leisure;home;False;True
1004;0;0;1;28741.0;29341.0;home;education;True;False
1004;1;1;2;31741.0;34141.0;education;leisure;False;False
1004;2;2;3;56941.0;58741.0;leisure;education;False;False
1004;3;3;4;59041.0;60241.0;education;home;False;True
1031;0;0;1;31745.0;32345.0;home;education;True;False
1031;1;1;2;43745.0;44045.0;education;home;False;False
1031;2;2;3;47945.0;48245.0;home;education;False;False
1031;3;3;4;57845.0;58745.0;education;other;False;False
1031;4;4;5;62345.0;63245.0;other;home;False;True
1045;0;0;1;31329.0;31629.0;home;education;True;False
1045;1;1;2;66129.0;66429.0;education;home;False;True
1059;0;0;1;23170.0;23470.0;home;home;True;False
1059;1;1;2;29470.0;30070.0;home;education;False;False
1059;2;2;3;59770.0;60370.0;education;home;False;False
1059;3;3;4;63070.0;63370.0;home;leisure;False;False
1059;4;4;5;69370.0;70270.0;leisure;home;False;True
1095;0;0;1;31688.0;31988.0;home;education;True;False
1095;1;1;2;43688.0;43988.0;education;home;False;False
1095;2;2;3;50288.0;50588.0;home;education;False;False
1095;3;3;4;61388.0;62288.0;education;leisure;False;False
1095;4;4;5;65888.0;66788.0;leisure;home;False;True
1098;0;0;1;28898.0;29078.0;home;education;True;False
1098;1;1;2;41018.0;41198.0;education;home;False;False
1098;2;2;3;46898.0;47078.0;home;education;False;False
1098;3;3;4;59018.0;59918.0;education;leisure;False;False
1098;4;4;5;63518.0;64718.0;leisure;home;False;True
1103;0;0;1;32235.0;32835.0;home;education;True;False
1103;1;1;2;36735.0;37935.0;education;leisure;False;False
1103;2;2;3;43035.0;44535.0;leisure;education;False;False
1103;3;3;4;58335.0;61935.0;education;home;False;True
1109;0;0;1;49336.0;49936.0;home;leisure;True;False
1109;1;1;2;50836.0;52036.0;leisure;leisure;False;False
1109;2;2;3;58336.0;59236.0;leisure;home;False;False
1109;3;3;4;64636.0;65236.0;home;shop;False;False
1109;4;4;5;66136.0;66736.0;shop;leisure;False;False
1109;5;5;6;67936.0;68536.0;leisure;home;False;True
1180;0;0;1;28088.0;28208.0;leisure;education;True;False
1180;1;1;2;28688.0;29588.0;education;education;False;False
1180;2;2;3;59528.0;60128.0;education;leisure;False;False
1180;3;3;4;65348.0;65948.0;leisure;home;False;True
1186;0;0;1;30930.0;31530.0;home;education;True;False
1186;1;1;2;60930.0;61530.0;education;leisure;False;False
1186;2;2;3;69930.0;70230.0;leisure;home;False;True
1217;0;0;1;30992.0;31592.0;home;education;True;False
1217;1;1;2;42992.0;43592.0;education;home;False;False
1217;2;2;3;47192.0;48092.0;home;education;False;False
1217;3;3;4;55592.0;56192.0;education;home;False;True
1251;0;0;1;66274.0;66574.0;leisure;home;True;True
1269;0;0;1;28115.0;28415.0;home;education;True;False
1269;1;1;2;57815.0;58715.0;education;home;False;False
1269;2;2;3;62615.0;63215.0;home;other;False;False
1269;3;3;4;65915.0;66815.0;other;home;False;True
1289;0;0;1;38763.0;39063.0;home;leisure;True;False
1289;1;1;2;42363.0;42663.0;leisure;home;False;False
1289;2;2;3;48363.0;49263.0;home;leisure;False;False
1289;3;3;4;54663.0;55563.0;leisure;home;False;False
1289;4;4;5;65163.0;65463.0;home;other;False;False
1289;5;5;6;65523.0;65823.0;other;home;False;True
1316;0;0;1;32570.0;34070.0;leisure;leisure;True;False
1316;1;1;2;41570.0;43070.0;leisure;home;False;False
1316;2;2;3;52370.0;55970.0;home;leisure;False;False
1316;3;3;4;56270.0;57770.0;leisure;leisure;False;False
1316;4;4;5;62570.0;64370.0;leisure;home;False;True
1355;0;0;1;31230.0;32430.0;home;education;True;False
1355;1;1;2;44130.0;45330.0;education;home;False;False
1355;2;2;3;48030.0;50130.0;home;education;False;False
1355;3;3;4;54630.0;55830.0;education;home;False;True
1361;0;0;1;30041.0;34541.0;home;other;True;False
1361;1;1;2;40841.0;41561.0;other;shop;False;False
1361;2;2;3;63341.0;66941.0;shop;home;False;True
1363;0;0;1;27720.0;28620.0;home;education;True;False
1363;1;1;2;43380.0;44220.0;education;home;False;False
1363;2;2;3;49320.0;50220.0;home;education;False;False
1363;3;3;4;61380.0;62520.0;education;home;False;True
1392;0;0;1;30156.0;30756.0;home;education;True;False
1392;1;1;2;41556.0;42156.0;education;home;False;False
1392;2;2;3;46356.0;46956.0;home;education;False;False
1392;3;3;4;57756.0;58356.0;education;home;False;True
1407;0;0;1;30821.0;31721.0;leisure;leisure;True;False
1407;1;1;2;61421.0;62021.0;leisure;home;False;True
1409;0;0;1;28487.0;29087.0;home;education;True;False
1409;1;1;2;40787.0;41387.0;education;home;False;False
1409;2;2;3;46187.0;46787.0;home;education;False;False
1409;3;3;4;57587.0;58187.0;education;home;False;True
1417;0;0;1;27011.0;27911.0;home;education;True;False
1417;1;1;2;29711.0;36011.0;education;leisure;False;False
1417;2;2;3;59411.0;66911.0;leisure;education;False;False
1417;3;3;4;68411.0;69311.0;education;home;False;True
1452;0;0;1;30403.0;30583.0;home;education;True;False
1452;1;1;2;62803.0;62983.0;education;home;False;True
1502;0;0;1;64286.0;64706.0;home;other;True;False
1502;1;1;2;67286.0;67706.0;other;home;False;False
1502;2;2;3;70106.0;70586.0;home;other;False;False
1502;3;3;4;71186.0;71546.0;other;home;False;True
1518;0;0;1;29937.0;30837.0;home;education;True;False
1518;1;1;2;32637.0;34437.0;education;leisure;False;False
1518;2;2;3;39837.0;41637.0;leisure;education;False;False
1518;3;3;4;66837.0;67737.0;education;home;False;True
1586;0;0;1;27024.0;28224.0;home;education;True;False
1586;1;1;2;60324.0;60924.0;education;shop;False;False
1586;2;2;3;63024.0;63924.0;shop;home;False;True
1594;0;0;1;32223.0;32523.0;home;education;True;False
1594;1;1;2;60423.0;60723.0;education;home;False;True
1597;0;0;1;31484.0;31664.0;home;education;True;False
1597;1;1;2;44684.0;45284.0;education;home;False;False
1597;2;2;3;49184.0;49484.0;home;education;False;False
1597;3;3;4;59084.0;60284.0;education;home;False;False
1597;4;4;5;64484.0;64784.0;home;leisure;False;False
1597;5;5;6;67784.0;68084.0;leisure;home;False;True
1635;0;0;1;30146.0;31346.0;home;education;True;False
1635;1;1;2;49646.0;51446.0;education;home;False;True
1638;0;0;1;57571.0;58471.0;home;leisure;True;False
1638;1;1;2;68371.0;69271.0;leisure;home;False;True
1666;0;0;1;32552.0;33152.0;home;education;True;False
1666;1;1;2;62852.0;63452.0;education;home;False;True
1705;0;0;1;30751.0;31651.0;home;education;True;False
1705;1;1;2;43351.0;44551.0;education;home;False;False
1705;2;2;3;48751.0;49651.0;home;education;False;False
1705;3;3;4;61351.0;62551.0;education;home;False;False
1705;4;4;5;64051.0;64351.0;home;leisure;False;False
1705;5;5;6;67651.0;67951.0;leisure;home;False;True
1733;0;0;1;29227.0;29527.0;home;education;True;False
1733;1;1;2;58627.0;58927.0;education;home;False;True
1734;0;0;1;32850.0;33150.0;home;education;True;False
1734;1;1;2;69750.0;70050.0;education;home;False;True
1801;0;0;1;29621.0;34121.0;home;other;True;False
1801;1;1;2;40421.0;41141.0;other;shop;False;False
1801;2;2;3;62921.0;66521.0;shop;home;False;True
1828;0;0;1;30404.0;30704.0;home;leisure;True;False
1828;1;1;2;38504.0;38804.0;leisure;home;False;True
1842;0;0;1;64376.0;65276.0;home;shop;True;False
1842;1;1;2;66476.0;67676.0;shop;home;False;True
1846;0;0;1;25994.0;26594.0;home;education;True;False
1846;1;1;2;39794.0;40094.0;education;home;False;False
1846;2;2;3;46094.0;46394.0;home;education;False;False
1846;3;3;4;55994.0;56294.0;education;home;False;False
1846;4;4;5;59594.0;60194.0;home;shop;False;False
1846;5;5;6;63194.0;63794.0;shop;home;False;True
1872;0;0;1;32826.0;33426.0;home;education;True;False
1872;1;1;2;44226.0;44526.0;education;home;False;True
1920;0;0;1;36835.0;37735.0;home;leisure;True;False
1920;1;1;2;44035.0;44635.0;leisure;other;False;False
1920;2;2;3;44695.0;44935.0;other;home;False;False
1920;3;3;4;55735.0;56335.0;home;leisure;False;False
1920;4;4;5;59335.0;60535.0;leisure;other;False;False
1920;5;5;6;61135.0;61735.0;other;other;False;False
1920;6;6;7;62335.0;62935.0;other;home;False;True
1927;0;0;1;28646.0;28946.0;home;education;True;False
1927;1;1;2;59846.0;60146.0;education;home;False;True
1950;0;0;1;26530.0;26830.0;home;leisure;True;False
1950;1;1;2;34630.0;35230.0;leisure;leisure;False;False
1950;2;2;3;59830.0;61630.0;leisure;education;False;False
1950;3;3;4;64330.0;64630.0;education;home;False;True
1959;0;0;1;31459.0;32659.0;home;education;True;False
1959;1;1;2;44359.0;45559.0;education;home;False;False
1959;2;2;3;48259.0;50359.0;home;education;False;False
1959;3;3;4;54859.0;56059.0;education;home;False;True
1960;0;0;1;41114.0;41414.0;home;education;True;False
1960;1;1;2;50714.0;51014.0;education;home;False;False
1960;2;2;3;65114.0;67814.0;home;leisure;False;True
1963;0;0;1;31398.0;31998.0;home;education;True;False
1963;1;1;2;64698.0;65298.0;education;home;False;True
1966;0;0;1;28286.0;28586.0;home;education;True;False
1966;1;1;2;63386.0;63986.0;education;home;False;True
1980;0;0;1;49425.0;50325.0;home;leisure;True;False
1980;1;1;2;56625.0;57525.0;leisure;home;False;False
1980;2;2;3;58425.0;59025.0;home;leisure;False;False
1980;3;3;4;62625.0;63225.0;leisure;home;False;False
1980;4;4;5;64725.0;65325.0;home;leisure;False;False
1980;5;5;6;67425.0;68325.0;leisure;home;False;True
2000;0;0;1;30120.0;31620.0;home;leisure;True;False
2000;1;1;2;33840.0;35640.0;leisure;leisure;False;False
2000;2;2;3;60840.0;62640.0;leisure;leisure;False;False
2000;3;3;4;64440.0;66840.0;leisure;home;False;True
2044;0;0;1;29760.0;29820.0;home;education;True;False
2044;1;1;2;41400.0;41460.0;education;home;False;False
2044;2;2;3;47520.0;47640.0;home;education;False;False
2044;3;3;4;59220.0;59280.0;education;home;False;False
2044;4;4;5;62760.0;63660.0;home;other;False;False
2044;5;5;6;64800.0;65520.0;other;home;False;True
2095;0;0;1;30129.0;30549.0;home;education;True;False
2095;1;1;2;43329.0;43929.0;education;leisure;False;False
2095;2;2;3;47229.0;47829.0;leisure;education;False;False
2095;3;3;4;60129.0;60729.0;education;home;False;False
2095;4;4;5;62829.0;63129.0;home;leisure;False;False
2095;5;5;6;69729.0;70029.0;leisure;home;False;True
2103;0;0;1;27622.0;28222.0;home;education;True;False
2103;1;1;2;63022.0;63622.0;education;home;False;True
2129;0;0;1;36782.0;40682.0;home;leisure;True;True
2132;0;0;1;29773.0;30193.0;home;education;True;False
2132;1;1;2;42373.0;42973.0;education;home;False;False
2132;2;2;3;48073.0;48493.0;home;education;False;False
2132;3;3;4;63073.0;63493.0;education;home;False;True
2158;0;0;1;31904.0;32804.0;home;shop;True;False
2158;1;1;2;32864.0;34304.0;shop;home;False;False
2158;2;2;3;54404.0;55004.0;home;leisure;False;False
2158;3;3;4;63404.0;64004.0;leisure;home;False;True
2167;0;0;1;71706.0;72606.0;leisure;home;True;True
2240;0;0;1;38253.0;38553.0;home;leisure;True;False
2240;1;1;2;59853.0;60753.0;leisure;other;False;False
2240;2;2;3;65253.0;66153.0;other;home;False;True
2257;0;0;1;28642.0;29242.0;home;education;True;False
2257;1;1;2;44842.0;45742.0;education;home;False;False
2257;2;2;3;48442.0;49342.0;home;education;False;False
2257;3;3;4;61342.0;62242.0;education;home;False;True
2262;0;0;1;27179.0;28139.0;home;education;True;False
2262;1;1;2;59039.0;61739.0;education;home;False;True
2266;0;0;1;29986.0;31186.0;home;education;True;False
2266;1;1;2;41686.0;44386.0;education;home;False;False
2266;2;2;3;47986.0;49186.0;home;education;False;False
2266;3;3;4;61186.0;62386.0;education;home;False;False
2266;4;4;5;66586.0;66886.0;home;leisure;False;False
2266;5;5;6;70186.0;70486.0;leisure;home;False;True
2293;0;0;1;31492.0;31792.0;home;education;True;False
2293;1;1;2;32692.0;32992.0;education;education;False;False
2293;2;2;3;47092.0;47692.0;education;leisure;False;False
2293;3;3;4;49792.0;50392.0;leisure;education;False;False
2293;4;4;5;61492.0;62392.0;education;home;False;False
2293;5;5;6;65392.0;65992.0;home;leisure;False;False
2293;6;6;7;69592.0;70192.0;leisure;home;False;False
2293;7;7;8;72592.0;73192.0;home;leisure;False;False
2293;8;8;9;78592.0;79192.0;leisure;home;False;True
2332;0;0;1;28681.0;30481.0;home;education;True;False
2332;1;1;2;61681.0;63781.0;education;home;False;True
2358;0;0;1;30378.0;31278.0;leisure;education;True;False
2358;1;1;2;57378.0;58278.0;education;home;False;True
2444;0;0;1;27849.0;28449.0;home;education;True;False
2444;1;1;2;40749.0;41049.0;education;home;False;False
2444;2;2;3;46749.0;47349.0;home;education;False;False
2444;3;3;4;58749.0;59349.0;education;home;False;False
2444;4;4;5;72549.0;72849.0;home;home;False;True
2504;0;0;1;29946.0;30246.0;home;education;True;False
2504;1;1;2;41646.0;41946.0;education;home;False;False
2504;2;2;3;47946.0;48246.0;home;education;False;False
2504;3;3;4;59646.0;59946.0;education;home;False;True
2514;0;0;1;31302.0;31902.0;home;education;True;False
2514;1;1;2;43302.0;43902.0;education;home;False;False
2514;2;2;3;47502.0;48402.0;home;education;False;False
2514;3;3;4;55902.0;56502.0;education;home;False;True
2561;0;0;1;34025.0;34325.0;home;home;True;False
2561;1;1;2;34385.0;34925.0;home;shop;False;False
2561;2;2;3;37025.0;38825.0;shop;shop;False;False
2561;3;3;4;48425.0;50225.0;shop;home;False;True
2583;0;0;1;27829.0;28429.0;home;education;True;False
2583;1;1;2;43129.0;43729.0;education;home;False;True
2634;0;0;1;29229.0;30009.0;home;education;True;False
2634;1;1;2;60009.0;61209.0;education;home;False;True
2678;0;0;1;36133.0;55933.0;home;leisure;True;True
2679;0;0;1;29949.0;30849.0;home;other;True;False
2679;1;1;2;31149.0;32649.0;other;education;False;False
2679;2;2;3;66849.0;69549.0;education;home;False;True
2695;0;0;1;25706.0;26606.0;home;education;True;False
2695;1;1;2;41606.0;41906.0;education;home;False;False
2695;2;2;3;46706.0;47306.0;home;education;False;False
2695;3;3;4;58106.0;58706.0;education;leisure;False;False
2695;4;4;5;63206.0;63806.0;leisure;home;False;True
2713;0;0;1;27610.0;28810.0;home;education;True;False
2713;1;1;2;43510.0;44710.0;education;home;False;False
2713;2;2;3;47410.0;48610.0;home;education;False;False
2713;3;3;4;63370.0;64810.0;education;home;False;True
2715;0;0;1;30662.0;32162.0;home;education;True;False
2715;1;1;2;58262.0;59462.0;education;home;False;True
2734;0;0;1;31649.0;31949.0;home;education;True;False
2734;1;1;2;42749.0;43049.0;education;home;False;False
2734;2;2;3;49649.0;49949.0;home;education;False;False
2734;3;3;4;60449.0;60749.0;education;home;False;True
2774;0;0;1;27469.0;28069.0;home;home;True;False
2774;1;1;2;33169.0;34069.0;home;education;False;False
2774;2;2;3;45169.0;45769.0;education;leisure;False;False
2774;3;3;4;48169.0;48469.0;leisure;education;False;False
2774;4;4;5;54769.0;56569.0;education;leisure;False;False
2774;5;5;6;60769.0;61969.0;leisure;education;False;False
2774;6;6;7;66469.0;67069.0;education;home;False;True
2849;0;0;1;30808.0;31708.0;home;education;True;False
2849;1;1;2;66808.0;67708.0;education;home;False;True
2872;0;0;1;32577.0;34077.0;home;leisure;True;False
2872;1;1;2;46377.0;49377.0;leisure;shop;False;False
2872;2;2;3;65517.0;68037.0;shop;home;False;True
2877;0;0;1;28130.0;28970.0;home;education;True;False
2877;1;1;2;62630.0;63170.0;education;home;False;False
2877;2;2;3;69830.0;76130.0;home;leisure;False;True
2885;0;0;1;45407.0;45707.0;home;leisure;True;False
2885;1;1;2;62807.0;63107.0;leisure;home;False;True
2934;0;0;1;29138.0;29438.0;home;education;True;False
2934;1;1;2;61538.0;61838.0;education;home;False;True
2944;0;0;1;28611.0;29031.0;home;education;True;False
2944;1;1;2;41811.0;42411.0;education;leisure;False;False
2944;2;2;3;45711.0;46311.0;leisure;education;False;False
2944;3;3;4;58611.0;59211.0;education;home;False;False
2944;4;4;5;61311.0;61611.0;home;leisure;False;False
2944;5;5;6;68211.0;68511.0;leisure;home;False;True
2968;0;0;1;33123.0;33423.0;home;education;True;False
2968;1;1;2;45123.0;45543.0;education;home;False;False
2968;2;2;3;51123.0;51423.0;home;education;False;False
2968;3;3;4;63123.0;64023.0;education;home;False;True
2975;0;0;1;29073.0;29493.0;home;education;True;False
2975;1;1;2;41673.0;42573.0;education;leisure;False;False
2975;2;2;3;46773.0;47673.0;leisure;education;False;False
2975;3;3;4;64173.0;64593.0;education;home;False;False
2975;4;4;5;68373.0;68973.0;home;leisure;False;False
2975;5;5;6;76173.0;76773.0;leisure;home;False;True
2995;0;0;1;27697.0;28597.0;home;education;True;False
2995;1;1;2;39697.0;40297.0;education;home;False;False
2995;2;2;3;58297.0;59197.0;home;home;False;True
2996;0;0;1;29848.0;30148.0;home;education;True;False
2996;1;1;2;61048.0;61348.0;education;home;False;True
3007;0;0;1;31213.0;31513.0;home;education;True;False
3007;1;1;2;60913.0;61213.0;education;home;False;True
3023;0;0;1;28065.0;28965.0;home;education;True;False
3023;1;1;2;44565.0;45165.0;education;home;False;False
3023;2;2;3;48165.0;48765.0;home;education;False;False
3023;3;3;4;62565.0;63165.0;education;home;False;True
3073;0;0;1;74709.0;85449.0;education;home;True;True
3082;0;0;1;27893.0;28853.0;home;education;True;False
3082;1;1;2;59753.0;62453.0;education;home;False;True
3099;0;0;1;29457.0;29757.0;home;education;True;False
3099;1;1;2;58737.0;58977.0;education;home;False;False
3099;2;2;3;61857.0;63057.0;home;leisure;False;False
3099;3;3;4;63057.0;64257.0;leisure;home;False;True
3109;0;0;1;30246.0;30846.0;home;education;True;False
3109;1;1;2;46446.0;47046.0;education;home;False;False
3109;2;2;3;50346.0;50946.0;home;education;False;False
3109;3;3;4;59406.0;61206.0;education;other;False;False
3109;4;4;5;61446.0;61746.0;other;education;False;False
3109;5;5;6;69846.0;70446.0;education;home;False;True
3139;0;0;1;29364.0;29544.0;home;education;True;False
3139;1;1;2;45744.0;47244.0;education;home;False;False
3139;2;2;3;63744.0;64044.0;home;leisure;False;False
3139;3;3;4;67344.0;67644.0;leisure;home;False;False
3139;4;4;5;70944.0;71244.0;home;leisure;False;False
3139;5;5;6;74544.0;74844.0;leisure;home;False;True
3190;0;0;1;32016.0;32316.0;home;education;True;False
3190;1;1;2;44016.0;44316.0;education;home;False;False
3190;2;2;3;48216.0;48516.0;home;education;False;False
3190;3;3;4;60516.0;60816.0;education;home;False;True
3197;0;0;1;31140.0;31440.0;home;education;True;False
3197;1;1;2;60840.0;61140.0;education;home;False;False
3197;2;2;3;64440.0;64740.0;home;shop;False;False
3197;3;3;4;64800.0;65040.0;shop;home;False;True
3216;0;0;1;30405.0;31605.0;home;education;True;False
3216;1;1;2;63405.0;65205.0;education;home;False;True
3242;0;0;1;31857.0;32157.0;home;education;True;False
3242;1;1;2;45417.0;45717.0;education;home;False;False
3242;2;2;3;48537.0;48837.0;home;education;False;False
3242;3;3;4;59877.0;60237.0;education;home;False;True
3250;0;0;1;29248.0;29368.0;home;education;True;False
3250;1;1;2;40948.0;41068.0;education;home;False;False
3250;2;2;3;47248.0;47368.0;home;education;False;False
3250;3;3;4;58948.0;59068.0;education;home;False;False
3250;4;4;5;59248.0;59848.0;home;other;False;False
3250;5;5;6;61048.0;61648.0;other;home;False;True
3256;0;0;1;27545.0;27845.0;home;education;True;False
3256;1;1;2;55145.0;56345.0;education;home;False;True
3270;0;0;1;54907.0;55207.0;home;other;True;False
3270;1;1;2;55507.0;55807.0;other;home;False;False
3270;2;2;3;59707.0;61507.0;home;shop;False;False
3270;3;3;4;65707.0;66607.0;shop;home;False;True
3281;0;0;1;32367.0;32967.0;home;education;True;False
3281;1;1;2;43767.0;44367.0;education;home;False;False
3281;2;2;3;49767.0;50967.0;home;education;False;False
3281;3;3;4;62067.0;63267.0;education;home;False;True
3317;0;0;1;31764.0;33264.0;home;other;True;False
3317;1;1;2;35664.0;36264.0;other;shop;False;False
3317;2;2;3;39864.0;40464.0;shop;home;False;False
3317;3;3;4;52464.0;53364.0;home;other;False;False
3317;4;4;5;54264.0;55164.0;other;home;False;True
3320;0;0;1;37998.0;38298.0;home;shop;True;False
3320;1;1;2;39798.0;40098.0;shop;home;False;False
3320;2;2;3;48798.0;49098.0;home;leisure;False;False
3320;3;3;4;52398.0;52698.0;leisure;home;False;False
3320;4;4;5;57798.0;58098.0;home;leisure;False;False
3320;5;5;6;64998.0;65478.0;leisure;shop;False;False
3320;6;6;7;65598.0;65778.0;shop;shop;False;False
3320;7;7;8;65898.0;66078.0;shop;home;False;True
3357;0;0;1;44364.0;45264.0;home;leisure;True;False
3357;1;1;2;47064.0;48864.0;leisure;other;False;False
3357;2;2;3;49764.0;50964.0;other;leisure;False;False
3357;3;3;4;64164.0;65964.0;leisure;leisure;False;False
3357;4;4;5;66564.0;68364.0;leisure;home;False;True
3363;0;0;1;30926.0;31526.0;home;other;True;False
3363;1;1;2;31826.0;32426.0;other;home;False;False
3363;2;2;3;45326.0;47126.0;home;education;False;False
3363;3;3;4;57926.0;59726.0;education;home;False;True
3367;0;0;1;33074.0;33374.0;home;education;True;False
3367;1;1;2;61274.0;61574.0;education;home;False;True
3374;0;0;1;28633.0;28933.0;home;shop;True;False
3374;1;1;2;29053.0;29113.0;shop;education;False;False
3374;2;2;3;60433.0;60733.0;education;home;False;True
3394;0;0;1;25223.0;26123.0;home;education;True;False
3394;1;1;2;57323.0;59123.0;education;home;False;True
3425;0;0;1;30182.0;30782.0;home;education;True;False
3425;1;1;2;63482.0;64082.0;education;home;False;True
3484;0;0;1;31481.0;31781.0;home;education;True;False
3484;1;1;2;62081.0;62681.0;education;home;False;True
3520;0;0;1;25246.0;27346.0;home;education;True;False
3520;1;1;2;30946.0;35146.0;education;leisure;False;False
3520;2;2;3;60346.0;63946.0;leisure;home;False;True
3592;0;0;1;29343.0;29943.0;home;education;True;False
3592;1;1;2;40743.0;41043.0;education;home;False;False
3592;2;2;3;47343.0;47943.0;home;education;False;False
3592;3;3;4;58743.0;59043.0;education;home;False;False
3592;4;4;5;63243.0;64143.0;home;shop;False;False
3592;5;5;6;65943.0;66843.0;shop;home;False;True
3632;0;0;1;30666.0;31206.0;home;education;True;False
